rownumber,jobcode,Timestamp,Local Date,Local Time,Temperature (°C),Humidity (%),Latitude,Longitude,Altitude (m),Accuracy (m),Speed (MPH)
1842403,Tracy080925_022-20250809 205154,1754800241112,8/9/2025,21:30:41,30.85,0.0,37.737339,-121.432392,18.10,2.72,15.19
1843393,Tracy080925_022-20250809 205154,1754800242102,8/9/2025,21:30:42,30.84,0.0,37.737339,-121.432476,18.16,2.76,16.64
1844383,Tracy080925_022-20250809 205154,1754800243092,8/9/2025,21:30:43,30.82,0.0,37.737339,-121.432572,18.04,2.55,18.54
1845403,Tracy080925_022-20250809 205154,1754800244112,8/9/2025,21:30:44,30.80,0.0,37.737340,-121.432676,17.95,2.45,20.24
1846393,Tracy080925_022-20250809 205154,1754800245102,8/9/2025,21:30:45,30.73,0.0,37.737340,-121.432785,17.93,2.67,21.65
1847383,Tracy080925_022-20250809 205154,1754800246092,8/9/2025,21:30:46,30.72,0.0,37.737342,-121.432895,17.90,2.73,21.70
1848373,Tracy080925_022-20250809 205154,1754800247082,8/9/2025,21:30:47,30.75,0.0,37.737343,-121.433001,17.84,2.46,21.23
1849393,Tracy080925_022-20250809 205154,1754800248102,8/9/2025,21:30:48,30.78,0.0,37.737343,-121.433107,17.85,2.31,20.78
1850383,Tracy080925_022-20250809 205154,1754800249092,8/9/2025,21:30:49,30.77,0.0,37.737344,-121.433213,17.88,2.19,20.65
1851403,Tracy080925_022-20250809 205154,1754800250112,8/9/2025,21:30:50,30.78,0.0,37.737344,-121.433316,17.86,2.12,20.36
1852393,Tracy080925_022-20250809 205154,1754800251102,8/9/2025,21:30:51,30.79,0.0,37.737343,-121.433418,17.98,2.08,20.02
1853383,Tracy080925_022-20250809 205154,1754800252092,8/9/2025,21:30:52,30.79,0.0,37.737343,-121.433519,17.94,2.05,19.71
1854374,Tracy080925_022-20250809 205154,1754800253083,8/9/2025,21:30:53,30.77,0.0,37.737341,-121.433615,17.55,2.05,19.24
1855394,Tracy080925_022-20250809 205154,1754800254103,8/9/2025,21:30:54,30.72,0.0,37.737339,-121.433710,17.54,2.05,18.61
1856383,Tracy080925_022-20250809 205154,1754800255092,8/9/2025,21:30:55,30.68,0.0,37.737338,-121.433805,17.59,2.22,18.41
1857373,Tracy080925_022-20250809 205154,1754800256082,8/9/2025,21:30:56,30.77,0.0,37.737338,-121.433894,17.58,2.17,17.96
1858393,Tracy080925_022-20250809 205154,1754800257102,8/9/2025,21:30:57,30.76,0.0,37.737338,-121.433983,17.68,2.11,17.58
1859383,Tracy080925_022-20250809 205154,1754800258092,8/9/2025,21:30:58,30.75,0.0,37.737337,-121.434071,17.73,2.08,17.34
1860374,Tracy080925_022-20250809 205154,1754800259083,8/9/2025,21:30:59,30.73,0.0,37.737337,-121.434147,17.74,2.13,14.76
1861393,Tracy080925_022-20250809 205154,1754800260102,8/9/2025,21:31:00,30.74,0.0,37.737336,-121.434199,17.73,2.10,10.96
1862384,Tracy080925_022-20250809 205154,1754800261093,8/9/2025,21:31:01,30.75,0.0,37.737337,-121.434238,17.66,2.08,8.21
1863434,Tracy080925_022-20250809 205154,1754800262143,8/9/2025,21:31:02,30.73,0.0,37.737334,-121.434276,17.46,2.15,6.82
1864423,Tracy080925_022-20250809 205154,1754800263132,8/9/2025,21:31:03,30.73,0.0,37.737333,-121.434303,17.34,2.12,4.85
1865384,Tracy080925_022-20250809 205154,1754800264093,8/9/2025,21:31:04,30.70,0.0,37.737328,-121.434333,17.48,2.11,4.76
1866374,Tracy080925_022-20250809 205154,1754800265083,8/9/2025,21:31:05,30.70,0.0,37.737314,-121.434364,17.82,2.23,5.21
1867394,Tracy080925_022-20250809 205154,1754800266103,8/9/2025,21:31:06,30.70,0.0,37.737322,-121.434393,17.97,2.26,6.60
1868384,Tracy080925_022-20250809 205154,1754800267093,8/9/2025,21:31:07,30.72,0.0,37.737242,-121.434413,18.03,2.27,8.75
1869373,Tracy080925_022-20250809 205154,1754800268082,8/9/2025,21:31:08,30.71,0.0,37.737190,-121.434419,18.14,2.25,11.32
1870365,Tracy080925_022-20250809 205154,1754800269074,8/9/2025,21:31:09,30.70,0.0,37.737132,-121.434399,18.18,2.24,13.60
1871386,Tracy080925_022-20250809 205154,1754800270095,8/9/2025,21:31:10,30.70,0.0,37.737073,-121.434397,18.19,2.22,14.09
1872374,Tracy080925_022-20250809 205154,1754800271083,8/9/2025,21:31:11,30.67,0.0,37.737016,-121.434398,18.22,2.40,13.89
1873424,Tracy080925_022-20250809 205154,1754800272133,8/9/2025,21:31:12,30.66,0.0,37.736962,-121.434399,18.22,2.56,13.56
1874386,Tracy080925_022-20250809 205154,1754800273095,8/9/2025,21:31:13,30.70,0.0,37.736909,-121.434419,18.29,2.51,13.33
1875406,Tracy080925_022-20250809 205154,1754800274115,8/9/2025,21:31:14,30.66,0.0,37.736860,-121.434419,18.26,2.47,13.00
1876397,Tracy080925_022-20250809 205154,1754800275106,8/9/2025,21:31:15,30.65,0.0,37.736812,-121.434401,18.17,2.43,12.59
1877384,Tracy080925_022-20250809 205154,1754800276093,8/9/2025,21:31:16,30.65,0.0,37.736771,-121.434403,18.11,2.41,9.53
1878407,Tracy080925_022-20250809 205154,1754800277116,8/9/2025,21:31:17,30.63,0.0,37.736742,-121.434406,18.10,2.48,7.52
1879395,Tracy080925_022-20250809 205154,1754800278104,8/9/2025,21:31:18,30.63,0.0,37.736725,-121.434406,18.01,2.51,4.50
1880384,Tracy080925_022-20250809 205154,1754800279093,8/9/2025,21:31:19,30.62,0.0,37.736715,-121.434408,18.02,2.48,2.46
1881404,Tracy080925_022-20250809 205154,1754800280113,8/9/2025,21:31:20,30.61,0.0,37.736717,-121.434407,18.08,2.56,0.20
1882395,Tracy080925_022-20250809 205154,1754800281104,8/9/2025,21:31:21,30.59,0.0,37.736718,-121.434408,18.14,2.71,0.09
1883415,Tracy080925_022-20250809 205154,1754800282124,8/9/2025,21:31:22,30.59,0.0,37.736719,-121.434409,18.20,2.86,0.13
1884464,Tracy080925_022-20250809 205154,1754800283173,8/9/2025,21:31:23,30.60,0.0,37.736720,-121.434409,18.25,2.96,0.11
1885394,Tracy080925_022-20250809 205154,1754800284103,8/9/2025,21:31:24,30.60,0.0,37.736720,-121.434410,18.27,3.01,0.11
1886415,Tracy080925_022-20250809 205154,1754800285124,8/9/2025,21:31:25,30.60,0.0,37.736721,-121.434410,18.27,3.09,0.09
1887405,Tracy080925_022-20250809 205154,1754800286114,8/9/2025,21:31:26,30.59,0.0,37.736721,-121.434410,18.32,3.20,0.09
1888394,Tracy080925_022-20250809 205154,1754800287103,8/9/2025,21:31:27,30.57,0.0,37.736720,-121.434409,18.39,3.18,0.09
1889385,Tracy080925_022-20250809 205154,1754800288094,8/9/2025,21:31:28,30.57,0.0,37.736718,-121.434410,18.43,3.12,0.89
1890375,Tracy080925_022-20250809 205154,1754800289084,8/9/2025,21:31:29,30.57,0.0,37.736709,-121.434410,18.40,3.14,1.99
1891394,Tracy080925_022-20250809 205154,1754800290103,8/9/2025,21:31:30,30.69,0.0,37.736692,-121.434410,18.46,3.11,4.85
1892384,Tracy080925_022-20250809 205154,1754800291093,8/9/2025,21:31:31,30.68,0.0,37.736664,-121.434402,18.50,3.07,7.72
1893435,Tracy080925_022-20250809 205154,1754800292144,8/9/2025,21:31:32,30.70,0.0,37.736633,-121.434377,18.43,3.02,10.02
1894394,Tracy080925_022-20250809 205154,1754800293103,8/9/2025,21:31:33,30.74,0.0,37.736606,-121.434331,18.47,2.97,12.17
1895384,Tracy080925_022-20250809 205154,1754800294093,8/9/2025,21:31:34,30.77,0.0,37.736588,-121.434265,18.41,2.94,14.43
1896405,Tracy080925_022-20250809 205154,1754800295114,8/9/2025,21:31:35,30.84,0.0,37.736568,-121.434180,18.29,2.98,17.45
1897395,Tracy080925_022-20250809 205154,1754800296104,8/9/2025,21:31:36,30.87,0.0,37.736547,-121.434087,18.24,3.00,18.77
1898445,Tracy080925_022-20250809 205154,1754800297154,8/9/2025,21:31:37,30.87,0.0,37.736527,-121.433995,18.08,2.73,18.07
1899406,Tracy080925_022-20250809 205154,1754800298115,8/9/2025,21:31:38,30.89,0.0,37.736509,-121.433916,18.14,2.59,16.64
1900395,Tracy080925_022-20250809 205154,1754800299104,8/9/2025,21:31:39,30.94,0.0,37.736493,-121.433841,18.17,2.51,15.48
1901384,Tracy080925_022-20250809 205154,1754800300093,8/9/2025,21:31:40,30.92,0.0,37.736477,-121.433764,18.14,2.69,15.95
1902405,Tracy080925_022-20250809 205154,1754800301114,8/9/2025,21:31:41,30.86,0.0,37.736458,-121.433676,18.06,2.76,18.05
1903425,Tracy080925_022-20250809 205154,1754800302134,8/9/2025,21:31:42,30.87,0.0,37.736438,-121.433576,17.94,2.54,20.22
1904385,Tracy080925_022-20250809 205154,1754800303094,8/9/2025,21:31:43,30.80,0.0,37.736415,-121.433466,17.94,2.35,22.21
1905405,Tracy080925_022-20250809 205154,1754800304114,8/9/2025,21:31:44,30.80,0.0,37.736391,-121.433348,17.90,2.50,24.02
1906395,Tracy080925_022-20250809 205154,1754800305104,8/9/2025,21:31:45,30.80,0.0,37.736366,-121.433222,17.86,2.70,25.52
1907385,Tracy080925_022-20250809 205154,1754800306094,8/9/2025,21:31:46,30.81,0.0,37.736341,-121.433094,17.95,2.38,25.75
1908405,Tracy080925_022-20250809 205154,1754800307114,8/9/2025,21:31:47,30.90,0.0,37.736315,-121.432971,17.99,2.20,24.96
1909395,Tracy080925_022-20250809 205154,1754800308104,8/9/2025,21:31:48,30.87,0.0,37.736292,-121.432853,18.02,2.59,23.98
1910384,Tracy080925_022-20250809 205154,1754800309093,8/9/2025,21:31:49,30.93,0.0,37.736268,-121.432742,18.11,2.67,22.77
1911405,Tracy080925_022-20250809 205154,1754800310114,8/9/2025,21:31:50,30.91,0.0,37.736246,-121.432628,18.17,2.44,22.91
1912395,Tracy080925_022-20250809 205154,1754800311104,8/9/2025,21:31:51,30.89,0.0,37.736222,-121.432511,18.19,2.25,23.78
1913415,Tracy080925_022-20250809 205154,1754800312124,8/9/2025,21:31:52,30.88,0.0,37.736197,-121.432389,18.21,2.93,24.83
1914405,Tracy080925_022-20250809 205154,1754800313114,8/9/2025,21:31:53,30.86,0.0,37.736172,-121.432260,18.10,3.04,25.86
1915395,Tracy080925_022-20250809 205154,1754800314104,8/9/2025,21:31:54,30.86,0.0,37.736145,-121.432127,18.10,2.97,26.91
1916385,Tracy080925_022-20250809 205154,1754800315094,8/9/2025,21:31:55,30.84,0.0,37.736116,-121.431990,18.04,2.65,27.67
1917406,Tracy080925_022-20250809 205154,1754800316115,8/9/2025,21:31:56,30.84,0.0,37.736073,-121.431864,17.96,2.93,27.07
1918395,Tracy080925_022-20250809 205154,1754800317104,8/9/2025,21:31:57,30.89,0.0,37.736047,-121.431735,18.10,2.68,26.46
1919385,Tracy080925_022-20250809 205154,1754800318094,8/9/2025,21:31:58,30.89,0.0,37.736020,-121.431607,18.06,2.60,26.11
1920405,Tracy080925_022-20250809 205154,1754800319114,8/9/2025,21:31:59,30.90,0.0,37.735993,-121.431478,18.02,2.32,26.19
1921395,Tracy080925_022-20250809 205154,1754800320104,8/9/2025,21:32:00,30.91,0.0,37.735966,-121.431349,18.00,2.17,26.31
1922384,Tracy080925_022-20250809 205154,1754800321093,8/9/2025,21:32:01,30.88,0.0,37.735941,-121.431222,18.00,2.87,25.99
1923436,Tracy080925_022-20250809 205154,1754800322145,8/9/2025,21:32:02,30.90,0.0,37.735914,-121.431097,17.95,3.30,25.37
1924398,Tracy080925_022-20250809 205154,1754800323107,8/9/2025,21:32:03,30.87,0.0,37.735890,-121.430977,17.89,3.04,24.96
1925385,Tracy080925_022-20250809 205154,1754800324094,8/9/2025,21:32:04,30.85,0.0,37.735864,-121.430851,17.92,2.85,25.66
1926406,Tracy080925_022-20250809 205154,1754800325115,8/9/2025,21:32:05,30.85,0.0,37.735838,-121.430725,17.91,2.68,25.84
1927395,Tracy080925_022-20250809 205154,1754800326104,8/9/2025,21:32:06,30.89,0.0,37.735812,-121.430599,17.95,3.04,25.72
1928385,Tracy080925_022-20250809 205154,1754800327094,8/9/2025,21:32:07,30.88,0.0,37.735787,-121.430475,18.03,2.85,25.10
1929406,Tracy080925_022-20250809 205154,1754800328115,8/9/2025,21:32:08,30.86,0.0,37.735763,-121.430356,18.04,3.02,24.25
1930395,Tracy080925_022-20250809 205154,1754800329104,8/9/2025,21:32:09,30.84,0.0,37.735740,-121.430242,17.99,2.56,23.44
1931385,Tracy080925_022-20250809 205154,1754800330094,8/9/2025,21:32:10,30.84,0.0,37.735719,-121.430129,18.08,2.75,23.11
1932406,Tracy080925_022-20250809 205154,1754800331115,8/9/2025,21:32:11,30.83,0.0,37.735696,-121.430016,18.24,2.61,22.86
1933396,Tracy080925_022-20250809 205154,1754800332105,8/9/2025,21:32:12,30.86,0.0,37.735674,-121.429905,18.35,2.35,22.68
1934385,Tracy080925_022-20250809 205154,1754800333094,8/9/2025,21:32:13,30.83,0.0,37.735651,-121.429795,18.47,2.28,22.68
1935405,Tracy080925_022-20250809 205154,1754800334114,8/9/2025,21:32:14,30.84,0.0,37.735626,-121.429680,18.59,2.16,23.51
1936396,Tracy080925_022-20250809 205154,1754800335105,8/9/2025,21:32:15,30.82,0.0,37.735598,-121.429563,18.65,2.09,24.27
1937386,Tracy080925_022-20250809 205154,1754800336095,8/9/2025,21:32:16,30.83,0.0,37.735566,-121.429444,18.79,2.05,24.85
1938406,Tracy080925_022-20250809 205154,1754800337115,8/9/2025,21:32:17,30.84,0.0,37.735528,-121.429325,18.93,2.03,25.39
1939395,Tracy080925_022-20250809 205154,1754800338104,8/9/2025,21:32:18,30.89,0.0,37.735483,-121.429209,18.91,2.01,25.79
1940418,Tracy080925_022-20250809 205154,1754800339127,8/9/2025,21:32:19,30.91,0.0,37.735432,-121.429100,19.06,2.11,25.41
1941376,Tracy080925_022-20250809 205154,1754800340085,8/9/2025,21:32:20,30.91,0.0,37.735375,-121.428991,19.16,2.12,25.79
1942427,Tracy080925_022-20250809 205154,1754800341136,8/9/2025,21:32:21,30.94,0.0,37.735314,-121.428883,19.28,2.50,26.37
1943386,Tracy080925_022-20250809 205154,1754800342095,8/9/2025,21:32:22,30.95,0.0,37.735247,-121.428781,19.31,2.27,26.31
1944406,Tracy080925_022-20250809 205154,1754800343115,8/9/2025,21:32:23,30.89,0.0,37.735180,-121.428686,19.44,2.14,25.03
1945398,Tracy080925_022-20250809 205154,1754800344107,8/9/2025,21:32:24,30.84,0.0,37.735117,-121.428590,19.45,2.27,24.45
1946386,Tracy080925_022-20250809 205154,1754800345095,8/9/2025,21:32:25,30.83,0.0,37.735055,-121.428485,19.42,2.18,25.14
1947406,Tracy080925_022-20250809 205154,1754800346115,8/9/2025,21:32:26,30.80,0.0,37.734997,-121.428376,19.26,2.43,25.79
1948395,Tracy080925_022-20250809 205154,1754800347104,8/9/2025,21:32:27,30.81,0.0,37.734943,-121.428257,19.16,2.65,26.40
1949385,Tracy080925_022-20250809 205154,1754800348094,8/9/2025,21:32:28,30.80,0.0,37.734897,-121.428134,19.01,2.81,26.73
1950376,Tracy080925_022-20250809 205154,1754800349085,8/9/2025,21:32:29,30.81,0.0,37.734857,-121.428012,18.88,2.66,25.50
1951396,Tracy080925_022-20250809 205154,1754800350105,8/9/2025,21:32:30,30.86,0.0,37.734829,-121.427912,18.89,2.58,21.39
1952385,Tracy080925_022-20250809 205154,1754800351094,8/9/2025,21:32:31,30.92,0.0,37.734802,-121.427813,18.89,2.34,20.54
1953376,Tracy080925_022-20250809 205154,1754800352085,8/9/2025,21:32:32,30.90,0.0,37.734781,-121.427716,18.86,2.21,19.30
1954395,Tracy080925_022-20250809 205154,1754800353104,8/9/2025,21:32:33,30.91,0.0,37.734767,-121.427634,18.86,2.12,16.53
1955387,Tracy080925_022-20250809 205154,1754800354096,8/9/2025,21:32:34,30.95,0.0,37.734758,-121.427565,18.93,2.12,13.47
1956377,Tracy080925_022-20250809 205154,1754800355086,8/9/2025,21:32:35,30.92,0.0,37.734757,-121.427497,18.98,2.09,12.50
1957396,Tracy080925_022-20250809 205154,1754800356105,8/9/2025,21:32:36,30.95,0.0,37.734737,-121.427438,18.98,3.86,11.65
1958416,Tracy080925_022-20250809 205154,1754800357125,8/9/2025,21:32:37,30.93,0.0,37.734736,-121.427389,19.02,7.28,11.07
1959406,Tracy080925_022-20250809 205154,1754800358115,8/9/2025,21:32:38,30.89,0.0,37.734836,-121.427293,18.96,3.63,11.32
1960395,Tracy080925_022-20250809 205154,1754800359104,8/9/2025,21:32:39,30.86,0.0,37.734891,-121.427280,18.91,2.09,12.57
1961386,Tracy080925_022-20250809 205154,1754800360095,8/9/2025,21:32:40,30.88,0.0,37.734953,-121.427265,19.07,2.11,13.80
1962376,Tracy080925_022-20250809 205154,1754800361085,8/9/2025,21:32:41,30.86,0.0,37.735014,-121.427250,19.10,3.35,14.88
1963396,Tracy080925_022-20250809 205154,1754800362105,8/9/2025,21:32:42,30.87,0.0,37.735073,-121.427236,18.96,2.19,15.37
1964446,Tracy080925_022-20250809 205154,1754800363155,8/9/2025,21:32:43,30.88,0.0,37.735137,-121.427221,18.95,2.26,16.69
1965406,Tracy080925_022-20250809 205154,1754800364115,8/9/2025,21:32:44,30.89,0.0,37.735210,-121.427204,18.81,2.21,18.32
1966396,Tracy080925_022-20250809 205154,1754800365105,8/9/2025,21:32:45,30.90,0.0,37.735283,-121.427188,18.53,2.36,18.61
1967386,Tracy080925_022-20250809 205154,1754800366095,8/9/2025,21:32:46,30.89,0.0,37.735355,-121.427173,18.42,2.25,18.05
1968376,Tracy080925_022-20250809 205154,1754800367085,8/9/2025,21:32:47,30.88,0.0,37.735418,-121.427178,18.39,2.25,15.03
1969396,Tracy080925_022-20250809 205154,1754800368105,8/9/2025,21:32:48,30.84,0.0,37.735470,-121.427166,18.46,2.53,13.20
1970387,Tracy080925_022-20250809 205154,1754800369096,8/9/2025,21:32:49,30.83,0.0,37.735514,-121.427157,18.40,2.46,11.05
1971375,Tracy080925_022-20250809 205154,1754800370084,8/9/2025,21:32:50,30.83,0.0,37.735538,-121.427151,18.32,2.57,6.20
1972397,Tracy080925_022-20250809 205154,1754800371106,8/9/2025,21:32:51,30.80,0.0,37.735543,-121.427150,18.33,2.49,1.45
1973386,Tracy080925_022-20250809 205154,1754800372095,8/9/2025,21:32:52,30.79,0.0,37.735543,-121.427152,18.45,2.93,0.29
1974436,Tracy080925_022-20250809 205154,1754800373145,8/9/2025,21:32:53,30.77,0.0,37.735542,-121.427152,18.41,3.44,0.11
1975397,Tracy080925_022-20250809 205154,1754800374106,8/9/2025,21:32:54,30.77,0.0,37.735546,-121.427151,18.50,3.69,0.96
1976387,Tracy080925_022-20250809 205154,1754800375096,8/9/2025,21:32:55,30.77,0.0,37.735562,-121.427147,18.62,3.78,3.98
1977377,Tracy080925_022-20250809 205154,1754800376086,8/9/2025,21:32:56,30.77,0.0,37.735579,-121.427141,18.64,3.79,4.92
1978397,Tracy080925_022-20250809 205154,1754800377106,8/9/2025,21:32:57,30.77,0.0,37.735613,-121.427134,18.69,3.75,8.30
1979387,Tracy080925_022-20250809 205154,1754800378096,8/9/2025,21:32:58,30.80,0.0,37.735659,-121.427124,18.65,3.73,11.30
1980377,Tracy080925_022-20250809 205154,1754800379086,8/9/2025,21:32:59,30.80,0.0,37.735719,-121.427110,18.58,3.63,14.45
1981397,Tracy080925_022-20250809 205154,1754800380106,8/9/2025,21:33:00,30.80,0.0,37.735786,-121.427094,18.49,3.47,16.67
1982386,Tracy080925_022-20250809 205154,1754800381095,8/9/2025,21:33:01,30.80,0.0,37.735863,-121.427072,18.42,3.37,19.10
1983376,Tracy080925_022-20250809 205154,1754800382085,8/9/2025,21:33:02,30.82,0.0,37.735944,-121.427051,18.40,3.24,20.49
1984457,Tracy080925_022-20250809 205154,1754800383166,8/9/2025,21:33:03,30.85,0.0,37.736024,-121.427034,18.28,3.18,20.09
1985387,Tracy080925_022-20250809 205154,1754800384096,8/9/2025,21:33:04,30.84,0.0,37.736102,-121.427015,18.18,2.79,19.71
1986379,Tracy080925_022-20250809 205154,1754800385088,8/9/2025,21:33:05,30.84,0.0,37.736178,-121.426996,18.26,2.96,19.08
1987877,Tracy080925_022-20250809 205154,1754800386586,8/9/2025,21:33:06,30.85,0.0,37.736251,-121.426977,18.18,2.69,18.57
1988387,Tracy080925_022-20250809 205154,1754800387096,8/9/2025,21:33:07,30.80,0.0,37.736322,-121.426960,18.20,2.57,17.78
1989377,Tracy080925_022-20250809 205154,1754800388086,8/9/2025,21:33:08,30.81,0.0,37.736382,-121.426947,18.17,3.02,14.70
1990397,Tracy080925_022-20250809 205154,1754800389106,8/9/2025,21:33:09,30.78,0.0,37.736418,-121.426937,18.16,2.93,9.91
1991387,Tracy080925_022-20250809 205154,1754800390096,8/9/2025,21:33:10,30.84,0.0,37.736439,-121.426928,18.08,2.86,7.05
1992377,Tracy080925_022-20250809 205154,1754800391086,8/9/2025,21:33:11,30.85,0.0,37.736462,-121.426914,18.04,2.71,7.58
1993397,Tracy080925_022-20250809 205154,1754800392106,8/9/2025,21:33:12,30.83,0.0,37.736480,-121.426881,17.97,2.69,9.91
1994417,Tracy080925_022-20250809 205154,1754800393126,8/9/2025,21:33:13,30.81,0.0,37.736486,-121.426834,18.10,2.62,11.54
1995377,Tracy080925_022-20250809 205154,1754800394086,8/9/2025,21:33:14,30.77,0.0,37.736478,-121.426777,17.99,2.67,12.42
1996397,Tracy080925_022-20250809 205154,1754800395106,8/9/2025,21:33:15,30.75,0.0,37.736473,-121.426703,18.11,2.65,14.70
1997387,Tracy080925_022-20250809 205154,1754800396096,8/9/2025,21:33:16,30.73,0.0,37.736468,-121.426624,18.07,2.70,15.50
1998437,Tracy080925_022-20250809 205154,1754800397146,8/9/2025,21:33:17,30.74,0.0,37.736462,-121.426539,18.04,2.66,16.62
1999397,Tracy080925_022-20250809 205154,1754800398106,8/9/2025,21:33:18,30.73,0.0,37.736456,-121.426453,17.99,2.52,17.22
2000390,Tracy080925_022-20250809 205154,1754800399099,8/9/2025,21:33:19,30.75,0.0,37.736451,-121.426370,17.95,2.51,16.67
2001378,Tracy080925_022-20250809 205154,1754800400087,8/9/2025,21:33:20,30.76,0.0,37.736447,-121.426292,17.90,2.38,15.77
2002397,Tracy080925_022-20250809 205154,1754800401106,8/9/2025,21:33:21,30.80,0.0,37.736445,-121.426215,17.95,2.57,14.90
2003387,Tracy080925_022-20250809 205154,1754800402096,8/9/2025,21:33:22,30.81,0.0,37.736442,-121.426143,17.86,2.44,14.23
2004408,Tracy080925_022-20250809 205154,1754800403117,8/9/2025,21:33:23,30.84,0.0,37.736443,-121.426083,17.86,2.63,11.74
2005397,Tracy080925_022-20250809 205154,1754800404106,8/9/2025,21:33:24,30.84,0.0,37.736444,-121.426040,17.78,2.88,8.52
2006388,Tracy080925_022-20250809 205154,1754800405097,8/9/2025,21:33:25,30.87,0.0,37.736444,-121.426012,17.88,2.75,5.55
2007389,Tracy080925_022-20250809 205154,1754800406098,8/9/2025,21:33:26,30.85,0.0,37.736444,-121.425998,17.97,2.77,3.11
2008398,Tracy080925_022-20250809 205154,1754800407107,8/9/2025,21:33:27,30.80,0.0,37.736444,-121.425982,18.11,2.80,2.55
2009387,Tracy080925_022-20250809 205154,1754800408096,8/9/2025,21:33:28,30.77,0.0,37.736444,-121.425974,18.14,2.73,1.57
2010377,Tracy080925_022-20250809 205154,1754800409086,8/9/2025,21:33:29,30.74,0.0,37.736446,-121.425961,18.26,2.70,2.08
2011398,Tracy080925_022-20250809 205154,1754800410107,8/9/2025,21:33:30,30.73,0.0,37.736448,-121.425944,18.40,2.68,3.11
2012387,Tracy080925_022-20250809 205154,1754800411096,8/9/2025,21:33:31,30.73,0.0,37.736438,-121.425912,18.46,2.73,5.99
2013377,Tracy080925_022-20250809 205154,1754800412086,8/9/2025,21:33:32,30.77,0.0,37.736439,-121.425873,18.51,4.76,8.81
2014428,Tracy080925_022-20250809 205154,1754800413137,8/9/2025,21:33:33,30.81,0.0,37.736447,-121.425844,18.35,7.82,10.13
2015387,Tracy080925_022-20250809 205154,1754800414096,8/9/2025,21:33:34,30.83,0.0,37.736560,-121.425806,18.30,2.64,11.70
2016377,Tracy080925_022-20250809 205154,1754800415086,8/9/2025,21:33:35,30.84,0.0,37.736612,-121.425809,18.18,2.60,12.95
2017398,Tracy080925_022-20250809 205154,1754800416107,8/9/2025,21:33:36,30.84,0.0,37.736668,-121.425832,18.04,2.56,14.07
2018388,Tracy080925_022-20250809 205154,1754800417097,8/9/2025,21:33:37,30.87,0.0,37.736729,-121.425835,17.90,2.52,15.05
2019408,Tracy080925_022-20250809 205154,1754800418117,8/9/2025,21:33:38,30.87,0.0,37.736794,-121.425839,17.84,2.47,15.99
2020398,Tracy080925_022-20250809 205154,1754800419107,8/9/2025,21:33:39,30.84,0.0,37.736860,-121.425843,17.68,2.48,16.55
2021388,Tracy080925_022-20250809 205154,1754800420097,8/9/2025,21:33:40,30.84,0.0,37.736928,-121.425847,17.64,2.38,16.91
2022377,Tracy080925_022-20250809 205154,1754800421086,8/9/2025,21:33:41,30.89,0.0,37.736997,-121.425830,17.53,2.29,16.98
2023398,Tracy080925_022-20250809 205154,1754800422107,8/9/2025,21:33:42,30.88,0.0,37.737061,-121.425834,17.53,2.21,16.15
2024418,Tracy080925_022-20250809 205154,1754800423127,8/9/2025,21:33:43,30.87,0.0,37.737120,-121.425837,17.63,2.86,14.81
2025378,Tracy080925_022-20250809 205154,1754800424087,8/9/2025,21:33:44,30.91,0.0,37.737168,-121.425839,17.64,2.88,11.90
2026398,Tracy080925_022-20250809 205154,1754800425107,8/9/2025,21:33:45,30.90,0.0,37.737205,-121.425841,17.67,2.71,9.04
2027388,Tracy080925_022-20250809 205154,1754800426097,8/9/2025,21:33:46,30.90,0.0,37.737225,-121.425842,17.63,2.90,4.63
2028409,Tracy080925_022-20250809 205154,1754800427118,8/9/2025,21:33:47,30.88,0.0,37.737228,-121.425843,17.63,3.08,1.10
2029398,Tracy080925_022-20250809 205154,1754800428107,8/9/2025,21:33:48,30.84,0.0,37.737231,-121.425843,17.64,3.06,0.83
2030388,Tracy080925_022-20250809 205154,1754800429097,8/9/2025,21:33:49,30.84,0.0,37.737243,-121.425843,17.75,3.06,2.55
2031378,Tracy080925_022-20250809 205154,1754800430087,8/9/2025,21:33:50,30.87,0.0,37.737265,-121.425845,17.80,3.09,5.23
2032398,Tracy080925_022-20250809 205154,1754800431107,8/9/2025,21:33:51,30.84,0.0,37.737300,-121.425846,17.87,3.04,8.23
2033388,Tracy080925_022-20250809 205154,1754800432097,8/9/2025,21:33:52,30.84,0.0,37.737343,-121.425849,17.91,2.96,10.51
2034409,Tracy080925_022-20250809 205154,1754800433118,8/9/2025,21:33:53,30.85,0.0,37.737396,-121.425852,17.87,2.89,12.95
2035399,Tracy080925_022-20250809 205154,1754800434108,8/9/2025,21:33:54,30.88,0.0,37.737457,-121.425855,17.73,2.82,15.19
2036389,Tracy080925_022-20250809 205154,1754800435098,8/9/2025,21:33:55,30.84,0.0,37.737525,-121.425859,17.60,2.87,17.31
2037379,Tracy080925_022-20250809 205154,1754800436088,8/9/2025,21:33:56,30.83,0.0,37.737598,-121.425863,17.33,3.13,18.19
2038401,Tracy080925_022-20250809 205154,1754800437110,8/9/2025,21:33:57,30.86,0.0,37.737671,-121.425866,17.26,3.19,18.10
2039388,Tracy080925_022-20250809 205154,1754800438097,8/9/2025,21:33:58,30.85,0.0,37.737744,-121.425870,17.17,2.99,17.98
